user.screen_name,full_text,id
catlove77747029,"@JoeSKLee @Planckbot @noahhsilv @Lis_Smith @AndrewYang I am saying maybe we don’t call for more police enforcement against our immigrant small businesses. I have witnessed pollice harassing street vendors, confiscating their stuff and bringing them to Pct. It is a horrible thing to witness, and he shouldn’t support it.",1381436678104047622
ManuLM,@jonathannen Being an immigrant in Aus in 2021 - Welcome to Prison Break 3.0,1381436656486510597
ABC,"Immigrant street vendors hustling to survive the pandemic, https://t.co/CXjEXcgqDN",1381436652518838274
kiaprint,@haileesbishop a white boy calling me a Nigger?,1381436635800350721
arw,@mkr_ultra No idea what it is. Photo taken at the National Aviary in Pittsburgh. Wonderfully plump. https://t.co/Ev6THURjmC,1381436630343450624
Missmeldw,New York lawmakers passed an historically progressive budget that raises taxes on the rich to fund education and relief for undocumented immigrant workers. The bill was the product of a decade of organizing to curb the power of centrist Gov. Andrew Cuomo https://t.co/CtJBYKf3pH v,1381436615302787072
methhitler,hey you sexy ass bitch I’m going to Goypunch you through your fucking wh0re skull you fucking nigger https://t.co/dUitiWUoBV,1381436545538912259
rsatyak,"This #immigrant life involves #sacrifice, the likes of which are alien to most natives 

All COVID season I have feared saying these words to my parents in India from my home in 🇺🇸

My heart ached so hard &amp; this lump in my throat won’t go away since @FareedZakaria said #GoodbyeMa https://t.co/FKaM1A8EPK",1381436532708491265
speedster400,@NBCNews Oh is that what that was? There was 1 dumb redneck on a street corner in my town today waving the confederate flag and touting that he was a patriot supporting the 2nd amendment and he identifies as an immigrant. Whatever that means. My wife and I were very confused.,1381436516614955009
UGLYTHAD,No it’s nigger boneless https://t.co/NQof5z9wPU,1381436501553246212
Hawksea24,@travytwo The very convenient race card,1381436362730049538
RollTide523,@BlackChad11 @FootbaIIism This has nothing to do with race dude. Jesus fucking christ some ppl just love reaching for that race card.,1381436336746459141
DuaneAMoody,"@OOTWhatever Uuum, no.

Descendant of chattel slavery. Not an immigrant. Did not freely come to this land.",1381436285089423361
PasschXtz,"73% PROFIT WITH LAST GEM💷💵

FOLLOW him for insane earnings
@gem_insider
💣🔥

 $elec $ftm $ada $enj $wbtc $fbt $ankr $snx $vra $nrv $eth $prq $dam $fkx $btt $ryiu $kcs $tndr $tos $appc $mct $near $yfi $uma $leo $tcfx $cspr $mkr $omg $xlm $busd $luna $neo $trx $cro $hbar $mxc $o https://t.co/AiBRcwVWus",1381436197659107331
CharlieGoBrr,ALEX CALEB AND NIBIL SAID NIGGER #CANCEL THEM,1381436143770730497
defsouIpcy,@uavictim we not doing that cause last i checked you was calling me a lowdown nigger for eating Nutella,1381436129031950342
Ftheballergal21,"@fuccfrank @Skeletons___ U do play the victim card. The time u were a complete dick to a catholic dude and calling him names bc he believed in god and onces me and steez confronted u, u threatened to deactivate and call every around u haters. Defense card isn't what u play but who u arguing against plays",1381436099185238020
rayray_the_god,"@poeticgenius19 Depending on the language you spoke the spelling and sounding of the word came in various forms. Negus, Nga, nkosi, nega, etc. Also the Niger people of the Niger River have been around for 1000s of years. Nigeria (the niger part) has a form of the word nigger/nigga in it.",1381436057468686336
magveatch,@AndrewYang = crackdown on immigrant businesses. https://t.co/TR0AVnMcVl,1381436027471069188
Omarwolff__,Every time Hulk Hogan says brother he really wanna say nigger #WrestleMania,1381436023033454594
yeajichae,"@foryeajieuns they really think they can fool us with those edited chats that even my younger siblings can generate lmao, they be pulling the victim card so that asshole can go unscathed it's making me sick",1381435784142544897
ismat,"@Herring_NBA True story: nobody shouts ""ball don't lie!"" in a cuter accent than my immigrant Pakistani mom (who picked it up from Sheed during his Pistons years)",1381435772818104321
jawnposh,Why do yt people have that same exact stance everytime they say nigger? Lmao I swear they be just living out a punishment fantasy https://t.co/HWOVHblGzi,1381435672599392257
OrcDeath,"Maybe there really is just no future for the online left since the anti-sjw witch hunt completely scrambled too many people's brains. Shoe is just thoroughly brainwashed into gamergate bullshit at this point and anyone who calls it out is ""woke"" by default.",1381435643100688390
goodylittle2,"@gregkellyusa Tell me, Do you just walk around all day showing your race card or, do you keep it next year KKK membership card in your wallet?",1381435599689719808
MrRusso5,"@BurstingSeas it's the buzzwords pedophiles made up to try and appeal to the SJW movement as a form of sexuality rather than a mental disease deserving of death

and sadly it worked somehow",1381435599115194370
tony_hunt,@malwareowl @mkr_ultra This is now my favorite :),1381435568891035648
ickycasket,@freddietrmpr comparing nazism... to gamergate. and then saying they meant to say that gamergate leads to nazism. what kind of mental gymnastics.,1381435548737343488
AnishBarla,@girlpilot_ Yes very relatable. Not so much for the pandemic but those words “Behind every immigrant story there is sadness” My brother could not attend my grandmama’s funeral as he was turned back from Dubai Airport. He had a freshly issued Canadian passport and not yet applied for his OCI.,1381435546761838593
pAYOdriver,keep the same energy that you have for rhea saying the f-slur when it comes to kevin owens calling someone a nigger.,1381435490344214532
Pornofrittata,"you know why so many influential voices are being disingenuous about six days in Fallujah right? cos that petition crystalizes every histrionic gamergate claim from 2014 that the industry has been gutted by moralists. thats why the ""theres a petition? what petition oh oh"" shit. https://t.co/gvQsVcnfV5",1381435480479252481
da5ch0,@Esquiring @mkr_ultra storks and pelicans are so majestic 😍,1381435367816101889
fuccfrank,@Ftheballergal21 @Skeletons___ I don’t play the victim card I play the defense card and name one time I said sum negative about sum one that’s not sarcastic,1381435301046935554
JarrettBEdwards,"@RugbyLawGuy This is a perfect example of what people don't understand about red states and immigration. The vast majority of people in red states, like OK, aren't anti-immigrant and are welcoming of legal immigrants that become citizens.",1381435133174108162
Researcher_MD,"""People talk about the story of immigration as one big happy tale, but in every immigrant story there is sadness as well, the sadness of a country, culture and family left behind"" https://t.co/FInSXHvPIN",1381435123770523651
fightbacknews,"#LosAngeles, CA - On April 8, a press conference was held with immigrant families and @CentroCSO calling on President Joe Biden to move forward with a plan to grant legal status to the over 12 million undocumented living and working in the U.S.

https://t.co/yBkWOBgIgO https://t.co/aZhcMn9vtv",1381435041130024962
bharathbkd,"@swati_gs If someone tries to take action, they can easily pull minors victim card.",1381434998096547840
run_neil,@NavDosanjh1983 @CoreyHirsch So we shouldn't vaccinate immigrant labourers? We should force workers to pull out their passports before they rolled up their sleeves?,1381434990450253824
thepacketrat,@mkr_ultra Here’s a loud BIRB https://t.co/JHKK0eVdNZ,1381434972125470725
the9tailedf0xxx,@noel_fisher The last season is the worst season. Totally screwed it up with all that sjw crap,1381434867640987650
Tunucook,"Horror should be tangential to reality at some point in the narrative, not a direct representation of it. If white people need 8 episodes of white people saying nigger to understand where we've been coming from, then that's a problem, ain't it?",1381434834023821314
PurpleShela,there is no daylight between Biden &amp; Trump on Immigrant and foreign policy https://t.co/q2XwKKqSLW,1381434746610196482
DelanaMcfarland,Man whose brother was killed by illegal immigrant blasts Biden over border crisis #SmartNews  https://t.co/IVzGPnnl0N,1381434737177194508
doronklemer,"@MicGee2009 @samoostervan @thel8gr8trillyg @gozunew What? 
Again, any proof at all for any of that?!
Do you know how dangerous it is for an illegal immigrant to vote? And you think they're going to risk that, for someone to get one extra vote?!",1381434732236394496
Ftheballergal21,"@fuccfrank @Skeletons___ Ur only excuse is the victim card like bro, u insult ppl negatively and when they match that energy u name call and act like u in the right. U still yet to prove ur point on how im a homophobic racist person",1381434578968186883
uttamoujas,"@JRK_Media This is what happens when such violent immigrants come in. 
I am an immigrant myself. But not a violent one.",1381434570365616129
ForestMommy,"@RyanOfKalamazoo @CholeraFan Lol nice my family has a mausoleum right by his family plots.    Family lore is great grandpa was a wine runner, he was Sicilian immigrant.",1381434519216025603
HenriettaSnacks,"@AndrewYang Instead of just openly campaigning for immigrant-first policies. Many would back you, but you keep trying to backdoor it. 😂",1381434513746710531
audncity,Join BVCLT! We're a community land trust expanding tenant ownership in working class immigrant neighborhoods in central LA🏡👇🏻 https://t.co/qcoH5syLpL,1381434414626828291
AKAHutch_,"@realDailyWire Maybe because they’re not virtue signaling, SJW, activist duesch bags and more like actual journalists",1381434389846970371
Esquiring,@mkr_ultra This is my neighbor sometimes. https://t.co/tU0yf3NUrS,1381434329566306310
OOTWhatever,@DuaneAMoody Every person living in the US who isn't a native was an illegal immigrant at some point in their ancestry.,1381434253632708609
cowardlycock,@unserious_m @yanitsunamiii ugh yes nigger lips are the best 🥲,1381434238759735304
respectdapump,Ppl Longing $ada make me sick 😷🤢🤮 YOU ARE THE REASON BEAR MARKETS EXIST. $eth $yfi $crv $rgt $aave $mkr $snx $ndx,1381434051429564417
thekidd_02,@Davidsm72 @melgreen74 @elizfulop classic david pulling the race card on everything 😂 and before you attack im brown,1381434036560744453
